Part Number|Description|Part Revision|Drawing Revision|Project Code|Material Spec.|Material
V5745456520001|BUTTSTRAP LOWER JOINT|E00|L|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745456520101|BUTTSTRAP LOWER JOINT|AW|D01|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745456620001|BUTTSTRAP LOWER JOINT|G|U02|AG01|BMS7-380|Stainless Steel 15-5PH
V5745456620101|BUTTSTRAP LOWER JOINT|L01|AE|AG01|BMS7-304|Aluminum Alloy 7075
V5745456720001|BUTTSTRAP LOWER JOINT|F01|AR|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745456720101|BUTTSTRAP LOWER JOINT|AW|B01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745456820001|BUTTSTRAP LOWER JOINT|U01|H01|AG01|BMS7-304|Aluminum Alloy 7075
V5745456820101|BUTTSTRAP LOWER JOINT|AS|AC|AG01|ABP3-2101|Aluminum Alloy 7075
V5745456920001|BUTTSTRAP LOWER JOINT|V01|H01|AG01|BMS7-26|Aluminum Alloy 2024
V5745456920101|BUTTSTRAP LOWER JOINT|E02|BD|AG01|BMS7-26|Aluminum Alloy 2024
V5745457020001|BUTTSTRAP LOWER JOINT|S02|AM|AG01|BMS7-304|Aluminum Alloy 7075
V5745457020101|BUTTSTRAP LOWER JOINT|AP1|M|AG01|ABP3-7101|15-5PH Stainless Steel
V5745457120001|BUTTSTRAP LOWER JOINT|AH|S02|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745457120101|BUTTSTRAP LOWER JOINT|E01|BB|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745466020001|BUTTSTRAP LOWER JOINT|H|AV|AG01|BMS7-26|Aluminum Alloy 2024
V5745466020101|BUTTSTRAP LOWER JOINT|AR|D02|AG01|ABP3-2304|Aluminum Alloy 2024
V5745466120001|BUTTSTRAP LOWER JOINT|M|A00|AG01|ABP3-2101|Aluminum Alloy 7075
V5745466120101|BUTTSTRAP LOWER JOINT|AK|AB1|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745466320001|BUTTSTRAP LOWER JOINT|G|B01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745466320101|BUTTSTRAP LOWER JOINT|R|W01|AG01|BMS7-26|Aluminum Alloy 2024
V5745466420001|BUTTSTRAP LOWER JOINT|Z01|AH|AG01|ABP3-2304|Aluminum Alloy 2024
V5745466420101|BUTTSTRAP LOWER JOINT|AD|E02|AG01|ABP3-7101|15-5PH Stainless Steel
V5745466520001|BUTTSTRAP LOWER JOINT|D03|U02|AG01|ABP3-4201|Titanium Alloy Plate
V5745466520101|BUTTSTRAP LOWER JOINT|P|F01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745466720001|BUTTSTRAP LOWER JOINT|Z01|AT|AG01|ABP3-7101|15-5PH Stainless Steel
V5745466720101|BUTTSTRAP LOWER JOINT|E01|A|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745466820001|BUTTSTRAP LOWER JOINT|Q|AD2|AG01|BMS7-26|Aluminum Alloy 2024
V5745466820101|BUTTSTRAP LOWER JOINT|AK|J01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745466920001|BUTTSTRAP LOWER JOINT|G|AK|AG01|BMS7-380|Stainless Steel 15-5PH
V5745466920101|BUTTSTRAP LOWER JOINT|C|D02|AG01|BMS7-26|Aluminum Alloy 2024
V5745467520001|BUTTSTRAP LOWER JOINT|H|D|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745467520101|BUTTSTRAP LOWER JOINT|AK|S02|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745467620001|BUTTSTRAP LOWER JOINT|AU|AE|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745467620101|BUTTSTRAP LOWER JOINT|AS|AL|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745467720001|BUTTSTRAP LOWER JOINT|T01|AU|AG01|BMS7-304|Aluminum Alloy 7075
V5745467720101|BUTTSTRAP LOWER JOINT|AK|E|AG01|BMS7-26|Aluminum Alloy 2024
V5745467820001|BUTTSTRAP LOWER JOINT|E|AW|AG01|ABP3-4201|Titanium Alloy Plate
V5745467820101|BUTTSTRAP LOWER JOINT|W01|AN|AG01|BMS7-380|Stainless Steel 15-5PH
V5745468120001|BUTTSTRAP LOWER JOINT|AK|D03|AG01|ABP3-2304|Aluminum Alloy 2024
V5745468120101|BUTTSTRAP LOWER JOINT|J01|U|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745468220001|BUTTSTRAP LOWER JOINT|E01|S01|AG01|BMS7-304|Aluminum Alloy 7075
V5745468220101|BUTTSTRAP LOWER JOINT|D03|Z|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745468320001|BUTTSTRAP LOWER JOINT|AM|W01|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745468320101|BUTTSTRAP LOWER JOINT|H01|AD2|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745468420001|BUTTSTRAP LOWER JOINT|E01|AV|AG01|ABP3-7101|15-5PH Stainless Steel
V5745468420101|BUTTSTRAP LOWER JOINT|L|N|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745468520001|BUTTSTRAP LOWER JOINT|B|S01|AG01|AMS5643|Stainless Steel 321
V5745468520101|BUTTSTRAP LOWER JOINT|N|N/A|AG01|AMS5643|Stainless Steel 321
V5745468820001|BUTTSTRAP LOWER JOINT|AS|AL|AG01|ABP3-7101|15-5PH Stainless Steel
V5745468820101|BUTTSTRAP LOWER JOINT|A00|U01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745468920001|BUTTSTRAP LOWER JOINT|AR|T|AG01|ABP3-2101|Aluminum Alloy 7075
V5745468920101|BUTTSTRAP LOWER JOINT|BA|E00|AG01|AMS5643|Stainless Steel 321
V5745469020001|BUTTSTRAP LOWER JOINT|AA|U02|AG01|BMS7-304|Aluminum Alloy 7075
V5745469020101|BUTTSTRAP LOWER JOINT|AP1|W|AG01|BMS7-304|Aluminum Alloy 7075
V5745469120001|BUTTSTRAP LOWER JOINT|U02|AA|AG01|BMS7-304|Aluminum Alloy 7075
V5745469120101|BUTTSTRAP LOWER JOINT|N/A|Q|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745469220001|BUTTSTRAP LOWER JOINT|AN|L01|AG01|BMS7-304|Aluminum Alloy 7075
V5745469220101|BUTTSTRAP LOWER JOINT|AA|AS|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745469320001|BUTTSTRAP LOWER JOINT|AK|N|AG01|ABP3-7101|15-5PH Stainless Steel
V5745469320101|BUTTSTRAP LOWER JOINT|AK|BK|AG01|BMS7-26|Aluminum Alloy 2024
V5745469520001|BUTTSTRAP LOWER JOINT|AJ|F|AG01|ABP3-2101|Aluminum Alloy 7075
V5745469520101|BUTTSTRAP LOWER JOINT|AN|BK|AG01|BMS7-26|Aluminum Alloy 2024
V5745469620001|BUTTSTRAP LOWER JOINT|AD2|BA|AG01|ABP3-7101|15-5PH Stainless Steel
V5745469620101|BUTTSTRAP LOWER JOINT|D01|B|AG01|ABP3-2304|Aluminum Alloy 2024
V5745469720001|BUTTSTRAP LOWER JOINT|Z01|AG1|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745469720101|BUTTSTRAP LOWER JOINT|U|D02|AG01|AMS5643|Stainless Steel 321
V5745469920000|BUTTSTRAP 7 UPPER|E01|K|AG01|BMS7-304|Aluminum Alloy 7075
V5745469920100|BUTTSTRAP 7 UPPER|D03|AG1|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745474320001|BUTTSTRAP PNL 1|AN1|C00|AQ01|BMS7-380|Stainless Steel 15-5PH
V5745474320101|BUTTSTRAP PNL 1|S|AW|AQ01|BMS7-430|Inconel 718 Nickel Alloy
V5745474420000|BUTTSTRAP 1 INBD UPR|AL|AH|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745474420100|BUTTSTRAP 1 INBD UPR|AP1|J|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745474620000|BUTTSTRAP PNL 2 (LH)|K|BG|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745474620001|BUTTSTRAP PNL 2|S01|F01|AQ01|ABP3-7101|15-5PH Stainless Steel
V5745474620100|BUTTSTRAP PNL 2 (RH)|Z01|M01|AG01|AMS5643|Stainless Steel 321
V5745474620101|BUTTSTRAP PNL 2|L|BD|AQ01|ABP3-7101|15-5PH Stainless Steel
V5745474720000|BUTTSTRAP UPR|D03|BG|AG01|ABP3-2304|Aluminum Alloy 2024
V5745474720100|BUTTSTRAP UPR|N|AN1|AG01|BMS7-26|Aluminum Alloy 2024
V5745474720200|BUTTSTRAP UPR|AN|S|AG01|BMS7-26|Aluminum Alloy 2024
V5745474720300|BUTTSTRAP UPR|F01|AK|AG01|BMS7-304|Aluminum Alloy 7075
V5745476220000|JOINT PLATE RJ FS|AN1|S|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745476220100|JOINT PLATE RJ FS|AP1|J|AG01|ABP3-2101|Aluminum Alloy 7075
V5745480120001|T-PIECE RIB 2|L|AE|AG01|AMS5643|Stainless Steel 321
V5745480120002|T-PIECE RIB 2 (LH)|S|R|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745480120101|T-PIECE RIB 2|Z|H|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745480120102|T-PIECE RIB 2 (RH)|Z01|B01|AG01|BMS7-304|Aluminum Alloy 7075
V5745480920001|MACHINED ANGLE RIB 1|Z01|B|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745480920101|MACHINED ANGLE RIB 1|AN1|V01|AG01|ABP3-7101|15-5PH Stainless Steel
V5745481120001|MACHINED ANGLE RIB 1|W|AD|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745481120101|MACHINED ANGLE RIB 1|AJ|AK|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745481320001|MACHINED ANGLE RIB 1|G|J01|AG01|BMS7-304|Aluminum Alloy 7075
V5745481320101|MACHINED ANGLE RIB 1|S|Z01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745481520001|MACHINED ANGLE RIB2|H01|AK|AG01|BMS7-304|Aluminum Alloy 7075
V5745481520002|MACHINED ANGLE RIB2|D02|BA|AG01|ABP3-2101|Aluminum Alloy 7075
V5745481520101|MACHINED ANGLE RIB2|AU|BK|AG01|ABP3-4201|Titanium Alloy Plate
V5745481520102|MACHINED ANGLE RIB2|F02|F|AG01|BMS7-26|Aluminum Alloy 2024
V5745481520201|MACHINED ANGLE RIB 2|AA|AD2|AQ01|BMS7-331|Titanium Alloy 6AL-4V
V5745481520301|MACHINED ANGLE RIB 2|AK|W01|AQ01|BMS7-26|Aluminum Alloy 2024
V5745481720001|MACHINED ANGLE RIB2|G02|V01|AG01|AMS5643|Stainless Steel 321
V5745481720101|MACHINED ANGLE RIB2|U02|B|AG01|BMS7-26|Aluminum Alloy 2024
V5745481920001|MACHINED ANGLE RIB 1|G02|G|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745481920002|MACHINE ANGLE RIB 1|E01|AG|AG01|ABP3-7101|15-5PH Stainless Steel
V5745481920101|MACHINE ANGLE RIB 1|V01|BH|AG01|ABP3-7101|15-5PH Stainless Steel
V5745481920102|MACHINE ANGLE RIB 1|N|AN|AG01|BMS7-26|Aluminum Alloy 2024
V5745481920201|MACHINED ANGLE RIB 1|W01|T|AQ01|BMS7-304|Aluminum Alloy 7075
V5745481920301|MACHINED ANGLE RIB 1|L|AS|AQ01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745490720001|PULL OFF FTG RIB 2|F|D00|AG01|ABP3-2304|Aluminum Alloy 2024
V5745490720101|PULL OFF FTG RIB 2|BH|H01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745490820001|PULL OFF FTG RIB 2|L01|BB|AG01|ABP3-7101|15-5PH Stainless Steel
V5745490820101|PULL OFF FTG RIB 2|F01|E|AG01|BMS7-380|Stainless Steel 15-5PH
V5745490920001|PULL OFF FITTING RIB 4|AC2|BH|AG01|BMS7-380|Stainless Steel 15-5PH
V5745490920101|PULL OFF FITTING RIB 4|T|AC|AG01|BMS7-380|Stainless Steel 15-5PH
V5745491020001|PULL OFF FTTING RIB 4|AS|AS|AG01|BMS7-26|Aluminum Alloy 2024
V5745491020101|PULL OFF FTTING RIB 4|BG|B|AG01|BMS7-304|Aluminum Alloy 7075
V5745491120001|PULL OFF FITTING OUTBOARD|M01|R|AG01|BMS7-304|Aluminum Alloy 7075
V5745491220001|PULL OFF FTG RIB OUTBOARD|AT|B01|AG01|BMS7-26|Aluminum Alloy 2024
V5745491320001|PULL OFF FTG RIB OUTBOARD|D00|AK|AG01|ABP3-2304|Aluminum Alloy 2024
V5745491420001|PULL OFF FITTING RIB 5|V01|K|AG01|ABP3-4201|Titanium Alloy Plate
V5745491420101|PULL OFF FITTING RIB 5|AQ|AU|AG01|BMS7-26|Aluminum Alloy 2024
V5745491520001|PULL OFF FITTING RIB 5|N/A|A|AG01|BMS7-380|Stainless Steel 15-5PH
V5745491520101|PULL OFF FITTING RIB 5|BG|AN|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745491620001|PULL OFF FITTING RIB 5|AN|D03|AG01|AMS5643|Stainless Steel 321
V5745491620101|PULL OFF FITTING RIB 5|F|A00|AG01|BMS7-26|Aluminum Alloy 2024
V5745491720001|PULL OFF FITTING RIB 5|AA|G02|AG01|BMS7-26|Aluminum Alloy 2024
V5745491720101|PULL OFF FITTING RIB 5|BH|BA|AG01|BMS7-26|Aluminum Alloy 2024
V5745491820001|PULL OFF FITTING RIB 6|AC2|G02|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745491820101|PULL OFF FITTING RIB 6|M|AB1|AG01|ABP3-2304|Aluminum Alloy 2024
V5745491920001|PULL OFF FITTING RIB 6|AT|K|AG01|ABP3-2101|Aluminum Alloy 7075
V5745491920101|PULL OFF FITTING RIB 6|AB|C|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745492020001|PULL OFF FITTING RIB 6|AM|AN|AG01|BMS7-26|Aluminum Alloy 2024
V5745492020101|PULL OFF FITTING RIB 6|U01|S01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745492920001|PULL OFF FITTING RIB 6|AR|B|AG01|ABP3-2304|Aluminum Alloy 2024
V5745492920101|PULL OFF FITTING RIB 6|B|BH|AG01|BMS7-304|Aluminum Alloy 7075
V5745493020001|PULL OFF FTG RIB 2|S02|K|AG01|BMS7-380|Stainless Steel 15-5PH
V5745493020101|PULL OFF FTG RIB 2|N|AV|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745493120001|PULL OFF FTG RIB 2|AS|AE|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745493120101|PULL OFF FTG RIB 2|AN|J|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745493220001|PULL OFF FTG RIB 2|AJ|L01|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745493220101|PULL OFF FTG RIB 2|AS|M01|AG01|AMS5643|Stainless Steel 321
V5745493320001|PULL OFF FTG RIB 2|AB|AG1|AG01|ABP3-2101|Aluminum Alloy 7075
V5745493320101|PULL OFF FTG RIB 2|AN1|W01|AG01|BMS7-26|Aluminum Alloy 2024
V5745493420001|PULL OFF FTG RIB 3|L|M01|AG01|ABP3-4201|Titanium Alloy Plate
V5745493420101|PULL OFF FTG RIB 3|C00|AK|AG01|AMS5643|Stainless Steel 321
V5745493520001|PULL OFF FITTING RIB 3|M|AW|AG01|ABP3-2304|Aluminum Alloy 2024
V5745493520101|PULL OFF FITTING RIB 3|AA|Y|AG01|BMS7-380|Stainless Steel 15-5PH
V5745493620001|PULL OFF FITTING RIB 3|AQ|BD|AG01|BMS7-380|Stainless Steel 15-5PH
V5745493620101|PULL OFF FITTING RIB 3|AG1|N/A|AG01|BMS7-26|Aluminum Alloy 2024
V5745493720001|PULL OFF FITTING RIB 3|C|AC|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745493720101|PULL OFF FITTING RIB 3|BG|AP|AG01|ABP3-2304|Aluminum Alloy 2024
V5745493820001|PULL OFF FITTING RIB 4|F02|A|AG01|ABP3-2101|Aluminum Alloy 7075
V5745493820101|PULL OFF FITTING RIB 4|AG|E|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745493920001|PULL OFF FITTING RIB 4|BG|AG1|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745493920101|PULL OFF FITTING RIB 4|R|AP1|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745494920001|BUTTSTRAP LOWER JOINT|C00|D03|AG01|AMS5643|Stainless Steel 321
V5745494920101|BUTTSTRAP LOWER JOINT|C00|AD2|AG01|ABP3-4201|Titanium Alloy Plate
V5745495020001|BUTTSTRAP LOWER JOINT|C01|AP1|AG01|BMS7-380|Stainless Steel 15-5PH
V5745495020101|BUTTSTRAP LOWER JOINT|AT|AE|AG01|AMS5643|Stainless Steel 321
V5745513220001|BUTTSTRAP LOWER JOINT|F|AD1|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745513220002|BUTTSTRAP LWR JOINT|T01|AN1|AG01|AMS5643|Stainless Steel 321
V5745513320001|BUTTSTRAP LOWER JOINT|AU|B01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745513320002|BUTTSTRAP LWR JOINT|U02|U01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745529800000|UPPER BUTTSTRAP 1|AJ|AG1|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745529800100|UPPER BUTTSTRAP 1|AU|R|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745529820000|UPPER BUTTSTRAP 1|W01|C|AG01|BMS7-304|Aluminum Alloy 7075
V5745529820100|UPPER BUTTSTRAP 1|Q|AW|AG01|AMS5643|Stainless Steel 321
V5745529900000|UPPER BUTTSTRAP 2|AG|BH|AG01|ABP3-2304|Aluminum Alloy 2024
V5745529900100|UPPER BUTTSTRAP 2|J01|AS|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745529920000|UPPER BUTTSTRAP 2|BD|U01|AG01|AMS5643|Stainless Steel 321
V5745529920100|UPPER BUTTSTRAP 2|AP|B|AG01|ABP3-4201|Titanium Alloy Plate
V5745530000000|UPPER BUTTSTRAP 3|AA|S01|AG01|BMS7-26|Aluminum Alloy 2024
V5745530000100|UPPER BUTTSTRAP 3|C00|AB1|AG01|ABP3-2304|Aluminum Alloy 2024
V5745530020000|UPPER BUTTSTRAP 3|A00|AR|AG01|ABP3-2101|Aluminum Alloy 7075
V5745530020100|UPPER BUTTSTRAP 3|C01|E02|AG01|BMS7-26|Aluminum Alloy 2024
V5745530100000|UPPER BUTTSTRAP 4|E02|W|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745530100100|UPPER BUTTSTRAP 4|BH|AW|AG01|ABP3-4201|Titanium Alloy Plate
V5745530120000|UPPER BUTTSTRAP 4|AE|AN1|AG01|BMS7-304|Aluminum Alloy 7075
V5745530120100|UPPER BUTTSTRAP 4|BA|T01|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745530200000|UPPER BUTTSTRAP 5|AT|AS|AG01|ABP3-2101|Aluminum Alloy 7075
V5745530200100|UPPER BUTTSTRAP 5|F|G|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745530220000|UPPER BUTTSTRAP 5|AP1|E02|AG01|AMS5643|Stainless Steel 321
V5745530220100|UPPER BUTTSTRAP 5|AV|G|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745530300000|UPPER BUTTSTRAP 6|A00|B01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745530300100|UPPER BUTTSTRAP 6|B|U01|AG01|BMS7-304|Aluminum Alloy 7075
V5745530320000|UPPER BUTTSTRAP 6|F|AC2|AG01|AMS4928|Titanium Alloy Ti-6Al-4V
V5745530320100|UPPER BUTTSTRAP 6|A|Q|AG01|BMS7-26|Aluminum Alloy 2024
V5745530400000|UPPER BUTTSTRAP 7|S|E02|AG01|AMS5643|Stainless Steel 321
V5745530400100|UPPER BUTTSTRAP 7|BH|AU|AG01|BMS7-304|Aluminum Alloy 7075
V5745530420000|UPPER BUTTSTRAP 7|BB|AW|AG01|BMS7-26|Aluminum Alloy 2024
V5745530420200|UPPER BUTTSTRAP 7|AT|D|AG01|ABP3-7101|15-5PH Stainless Steel
V5745530500000|UPPER BUTTSTRAP 8|U02|D01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745530500100|UPPER BUTTSTRAP 8|E|Z|AG01|ABP3-7101|15-5PH Stainless Steel
V5745530520000|UPPER BUTTSTRAP 8|S|U02|AG01|ABP3-2304|Aluminum Alloy 2024
V5745530520200|UPPER BUTTSTRAP 8|AT|AV|AG01|BMS7-304|Aluminum Alloy 7075
V5745530600000|UPPER BUTTSTRAP 9|S01|L01|AG01|AMS5643|Stainless Steel 321
V5745530600100|UPPER BUTTSTRAP 9|E01|AL|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745530620000|UPPER BUTTSTRAP 9|AP|M01|AG01|ABP3-2101|Aluminum Alloy 7075
V5745530620100|UPPER BUTTSTRAP 9|Z01|BH|AG01|ABP3-2101|Aluminum Alloy 7075
V5745538520001|POST RIB 2 SPAR FRONT (LH)|B01|BD|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745538520101|POST RIB 2 SPAR FRONT (RH)|E00|BG|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745538620001|POST RIB 3 SPAR FRONT (LH)|Y|M|AG01|ABP3-2101|Aluminum Alloy 7075
V5745538620101|POST RIB 3 SPAR FRONT (RH)|AN|Q|AG01|BMS7-26|Aluminum Alloy 2024
V5745538720001|POST RIB 4 SPAR FRONT (LH)|AR|BD|AG01|BMS7-331|Titanium Alloy 6AL-4V
V5745538720002|POST RIB 4 SPAR FRONT (LH)|BD|AR|AG01|AMS5643|Stainless Steel 321
V5745538720101|POST RIB 4 SPAR FRONT (RH)|BA|BH|AG01|AMS5662|Inconel 718 Nickel Alloy
V5745538720102|POST RIB 4 SPAR FRONT (RH)|AE|AD2|AG01|BMS7-304|Aluminum Alloy 7075
V5745538820001|POST RIB 5 SPAR FRONT (LH)|AP|G|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745538820002|POST RIB5 SPAR FRONT|N/A|BG|AG01|BMS7-304|Aluminum Alloy 7075
V5745538820101|POST RIB 5 SPAR FRONT (RH)|U|W|AG01|BMS7-380|Stainless Steel 15-5PH
V5745538820102|POST RIB5 SPAR FRONT|J01|AK|AG01|ABP3-4201|Titanium Alloy Plate
V5745538920001|POST RIB 6 SPAR FRONT (LH)|G02|M01|AG01|ABP3-2304|Aluminum Alloy 2024
V5745538920002|POST RIB6 SPAR FRONT|BG|AT|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745538920101|POST RIB 6 SPAR FRONT (RH)|AM|Q|AG01|BMS7-430|Inconel 718 Nickel Alloy
V5745538920102|POST RIB6 SPAR FRONT|C00|F02|AG01|BMS7-304|Aluminum Alloy 7075
V5745539020001|POST RIB 8 SPAR FRONT (LH)|AH|T01|AG01|BMS7-380|Stainless Steel 15-5PH
V5745539020201|POST RIB 8 SPAR FRONT (RH)|J|F02|AG01|ABP3-4201|Titanium Alloy Plate
V5745539120001|POST RIB 10 SPAR FRONT (LH)|AT|E|AG01|BMS7-304|Aluminum Alloy 7075
V5745539120101|POST RIB 10 SPAR FRONT (RH)|BA|N/A|AG01|BMS7-304|Aluminum Alloy 7075
V5745539220001|POST RIB 11 SPAR FRONT (LH)|D00|S01|AG01|ABP3-4001|Titanium Alloy Ti-6Al-4V
V5745539220002|POST RIB11 SPAR-FRONT|W|AP|AG01|BMS7-380|Stainless Steel 15-5PH
V5745539220101|POST RIB 11 SPAR FRONT (RH)|AG|AB1|AG01|AMS5643|Stainless Steel 321
V5745539220102|POST RIB11 SPAR FRONT|S02|BA|AG01|ABP3-7101|15-5PH Stainless Steel
